season,player_club,player_name,games_played,minutes_played,live_ball_scas_p90,dead_ball_taken_p90,dead_ball_scas_p90,dead_ball_gcas_p90,dead_ball_sca_eff_p90,team_dead_ball_taken_pc,corner_taken_pc,free_kick_taken_pc,non_gk_dead_ball_pc,dead_ball_sc_pc,dead_ball_gc_pc,team_dead_ball_scas,team_dead_ball_gcas,team_dead_ball_sc_pc,taker_type,dead_ball_success_rate
2024,Arsenal,Declan Rice,25,2250,1.96,7.12,1.16,0.08,0.16292134831460672,0.17,0.428,0.245,0.17,0.453,0.2,64,10,0.086,Starter,0.156
2024,Arsenal,Bukayo Saka,14.4,1296,3.68,4.65,1.18,0.35,0.253763440860215,0.064,0.258,0.026,0.064,0.266,0.5,64,10,0.086,Starter,0.156
2024,Arsenal,Martin Ødegaard,20.2,1818,3.71,4.65,0.5,0.05,0.1075268817204301,0.09,0.186,0.103,0.09,0.156,0.1,64,10,0.086,Starter,0.156
2024,Aston Villa,Youri Tielemans,28.4,2556,2.01,6.09,1.06,0.11,0.17405582922824303,0.154,0.412,0.207,0.154,0.448,1,67,3,0.103,Starter,0.045
2024,Aston Villa,Lucas Digne,23.9,2151,1.51,9.87,0.71,0,0.071935157041540021,0.21,0.305,0.106,0.21,0.254,0,67,3,0.103,Starter,0.045
2024,Aston Villa,Marco Asensio,2.6,234,1.92,3.85,1.15,0,0.29870129870129869,0.009,0.048,0.003,0.009,0.045,0,67,3,0.103,Other,0.045
2024,Bournemouth,Lewis Cook,27.6,2484,2.28,7.17,0.58,0.04,0.0808926080892608,0.186,0.349,0.25,0.186,0.296,0.2,54,5,0.064,Starter,0.093
2024,Bournemouth,Marcus Tavernier,16.7,1503,3.41,6.29,0.72,0.18,0.11446740858505564,0.099,0.231,0.107,0.099,0.222,0.6,54,5,0.064,Starter,0.093
2024,Bournemouth,Justin Kluivert,21.5,1935,2.98,3.67,0.37,0,0.1008174386920981,0.074,0.161,0.028,0.074,0.148,0,54,5,0.064,Starter,0.093
2024,Bournemouth,Ryan Christie,23.5,2115,3.06,2.55,0.3,0.04,0.11764705882352941,0.056,0.14,0.083,0.056,0.13,0.2,54,5,0.064,Starter,0.093
2024,Brentford,Bryan Mbeumo,29.9,2691,2.74,3.91,0.5,0.07,0.12787723785166241,0.122,0.485,0.173,0.122,0.294,0.286,51,7,0.082,Starter,0.137
2024,Brentford,Mikkel Damsgaard,25,2250,3.08,4.28,0.44,0.12,0.102803738317757,0.111,0.331,0.099,0.111,0.216,0.429,51,7,0.082,Starter,0.137
2024,Brentford,Mathias Jensen,8.2,737.99999999999989,3.05,7.68,1.1,0.12,0.14322916666666669,0.065,0.096,0.052,0.065,0.176,0.143,51,7,0.082,Starter,0.137
2024,Brentford,Kevin Schade,18.5,1665,1.35,2.65,0.32,0,0.12075471698113208,0.051,0,0,0.051,0.118,0,51,7,0.082,Starter,0.137
2024,Brentford,Michael Kayode,0.4,36,2.5,17.5,5,0,0.2857142857142857,0.007,0,0,0.007,0.039,0,51,7,0.082,Other,0.137
2024,Brighton,Pervis Estupiñán,19.8,1782,1.31,9.7,0.66,0,0.06804123711340207,0.165,0.252,0.046,0.165,0.241,0,54,5,0.075,Starter,0.093
2024,Brighton,Yasin Ayari,17,1530,1.59,4.35,0.65,0.12,0.14942528735632185,0.063,0.19,0.075,0.063,0.204,0.4,54,5,0.075,Starter,0.093
2024,Brighton,Yankuba Minteh,14.1,1269,1.56,2.55,0.57,0,0.22352941176470587,0.031,0.109,0.026,0.031,0.148,0,54,5,0.075,Starter,0.093
2024,Brighton,Matt O'Riley,5.4,486.00000000000006,2.78,7.22,0.93,0,0.128808864265928,0.033,0.15,0.026,0.033,0.093,0,54,5,0.075,Other,0.093
2024,Brighton,James Milner,1.9,171,2.63,5.79,1.05,0,0.18134715025906736,0.009,0.041,0.012,0.009,0.037,0,54,5,0.075,Other,0.093
2024,Chelsea,Cole Palmer,27.1,2439,3.51,6.35,0.77,0,0.12125984251968505,0.154,0.405,0.119,0.154,0.467,0,45,3,0.055,Starter,0.067
2024,Chelsea,Enzo Fernández,23.8,2142,3.53,4.54,0.55,0.08,0.12114537444933922,0.097,0.341,0.122,0.097,0.289,0.667,45,3,0.055,Starter,0.067
2024,Crystal Palace,Eberechi Eze,22.4,2015.9999999999998,2.5,6.52,1.03,0.04,0.15797546012269939,0.154,0.407,0.202,0.154,0.411,0.167,56,6,0.082,Starter,0.107
2024,Crystal Palace,Will Hughes,18.2,1638,2.03,4.45,0.77,0.16,0.17303370786516853,0.085,0.304,0.094,0.085,0.25,0.5,56,6,0.082,Starter,0.107
2024,Crystal Palace,Adam Wharton,10.3,927.00000000000011,3.88,2.62,0.58,0,0.2213740458015267,0.028,0.126,0.036,0.028,0.107,0,56,6,0.082,Starter,0.107
2024,Everton,Dwight McNeil,12.7,1143,2.6,6.93,1.42,0.08,0.2049062049062049,0.094,0.31,0.164,0.094,0.367,0.333,49,3,0.087,Starter,0.061
2024,Everton,Jesper Lindstrøm,13.8,1242,2.17,3.04,0.51,0,0.16776315789473684,0.045,0.198,0.064,0.045,0.143,0,49,3,0.087,Starter,0.061
2024,Everton,James Garner,10.4,936,1.73,6.25,0.67,0.1,0.1072,0.069,0.111,0.047,0.069,0.143,0.333,49,3,0.087,Starter,0.061
2024,Everton,Ashley Young,17.4,1565.9999999999998,1.55,10.98,0.34,0,0.030965391621129327,0.203,0.103,0.099,0.203,0.122,0,49,3,0.087,Starter,0.061
2024,Everton,Jack Harrison,17.5,1575,1.77,2.34,0.34,0,0.14529914529914531,0.044,0.175,0.07,0.044,0.122,0,49,3,0.087,Starter,0.061
2024,Fulham,Andreas Pereira,17.8,1602,2.7,9.33,1.97,0.11,0.21114683815648447,0.147,0.544,0.139,0.147,0.565,0.667,62,3,0.084,Starter,0.048
2024,Fulham,Saša Lukić,20,1800,1.35,3.7,0.55,0,0.14864864864864866,0.066,0.244,0.103,0.066,0.177,0,62,3,0.084,Starter,0.048
2024,Fulham,Harrison Reed,0.9,81,0,6.67,1.11,0,0.16641679160419792,0.005,0.006,0.01,0.005,0.016,0,62,3,0.084,Other,0.048
2024,Ipswich Town,Leif Davis,27.3,2457,1.5,9.96,1.32,0,0.13253012048192769,0.28,0.628,0.199,0.28,0.61,0,59,2,0.115,Starter,0.034
2024,Ipswich Town,Ben Johnson,11.6,1044,0.69,6.47,0.6,0,0.092735703245749618,0.077,0.074,0.035,0.077,0.119,0,59,2,0.115,Starter,0.034
2024,Leicester City,Facundo Buonanotte,15,1350,1.6,3.73,0.67,0.13,0.17962466487935658,0.052,0.2,0.083,0.052,0.27,0.667,37,3,0.081,Starter,0.081
2024,Leicester City,Harry Winks,17.1,1539.0000000000002,1.7,3.57,0.41,0.06,0.11484593837535013,0.057,0.152,0.138,0.057,0.189,0.333,37,3,0.081,Starter,0.081
2024,Leicester City,Jordan Ayew,14.6,1314,1.3,2.67,0.41,0,0.15355805243445692,0.036,0.2,0.039,0.036,0.162,0,37,3,0.081,Starter,0.081
2024,Leicester City,Victor Bernth Kristiansen,25.9,2331,1.2,9.5,0.23,0,0.024210526315789474,0.228,0.162,0.157,0.228,0.162,0,37,3,0.081,Starter,0.081
2024,Liverpool,Trent Alexander-Arnold,23.8,2142,2.98,11.64,0.59,0.04,0.050687285223367691,0.23,0.247,0.186,0.23,0.292,0.333,48,3,0.053,Starter,0.063
2024,Liverpool,Alexis Mac Allister,24.5,2205,3.1,3.14,0.53,0.04,0.16878980891719744,0.064,0.237,0.075,0.064,0.271,0.333,48,3,0.053,Starter,0.063
2024,Liverpool,Andrew Robertson,23.4,2106,2.52,10.85,0.38,0,0.035023041474654376,0.211,0.284,0.137,0.211,0.188,0,48,3,0.053,Starter,0.063
2024,Liverpool,Kostas Tsimikas,5.7,513,1.93,12.81,0.88,0.18,0.068696330991412952,0.061,0.134,0.023,0.061,0.104,0.333,48,3,0.053,Starter,0.063
2024,Liverpool,Harvey Elliott,1.4,125.99999999999999,3.57,8.57,1.43,0,0.16686114352392065,0.01,0.021,0.007,0.01,0.042,0,48,3,0.053,Other,0.063
2024,Manchester City,Phil Foden,18.1,1629.0000000000002,3.04,4.25,0.99,0.06,0.23294117647058823,0.071,0.204,0.066,0.071,0.34,0.333,53,3,0.06,Starter,0.057
2024,Manchester City,Kevin De Bruyne,12.3,1107,4.72,8.78,1.38,0.08,0.15717539863325741,0.099,0.301,0.053,0.099,0.321,0.333,53,3,0.06,Starter,0.057
2024,Manchester City,İlkay Gündoğan,18,1620,2.67,4.94,0.44,0.06,0.089068825910931168,0.082,0.209,0.086,0.082,0.151,0.333,53,3,0.06,Starter,0.057
2024,Manchester Utd,Bruno Fernandes,27.4,2466,3.61,7.01,1.02,0.07,0.14550641940085593,0.184,0.481,0.329,0.184,0.444,0.5,63,4,0.088,Starter,0.063
2024,Manchester Utd,Christian Eriksen,9,810,2.78,8.11,1.56,0.22,0.19235511713933418,0.07,0.305,0.08,0.07,0.222,0.5,63,4,0.088,Starter,0.063
2024,Manchester Utd,Amad Diallo,17.7,1593,3.05,3.79,0.51,0,0.13456464379947231,0.064,0.182,0.012,0.064,0.143,0,63,4,0.088,Starter,0.063
2024,Newcastle Utd,Lewis Hall,24.3,2187,1.81,11.81,0.74,0.04,0.062658763759525823,0.264,0.344,0.218,0.264,0.353,0.25,51,4,0.073,Starter,0.078
2024,Newcastle Utd,Anthony Gordon,23.4,2106,2.95,4.57,0.43,0.04,0.094091903719912467,0.098,0.313,0.067,0.098,0.196,0.25,51,4,0.073,Starter,0.078
2024,Newcastle Utd,Kieran Trippier,8.7,782.99999999999989,1.95,16.9,1.03,0,0.060946745562130186,0.135,0.188,0.096,0.135,0.176,0,51,4,0.073,Starter,0.078
2024,Nott'ham Forest,Elliot Anderson,22.7,2043,1.5,3.17,0.79,0.13,0.24921135646687698,0.075,0.339,0.075,0.075,0.321,0.429,56,7,0.09,Starter,0.125
2024,Nott'ham Forest,Anthony Elanga,21.4,1925.9999999999998,2.2,4.35,0.75,0.09,0.17241379310344829,0.096,0.496,0.091,0.096,0.286,0.286,56,7,0.09,Starter,0.125
2024,Nott'ham Forest,James Ward-Prowse,4.4,396.00000000000006,1.36,5.45,0.91,0.23,0.16697247706422019,0.025,0.063,0.057,0.025,0.071,0.143,56,7,0.09,Other,0.125
2024,Southampton,Ryan Manning,11.7,1053,1.37,10.17,1.45,0.09,0.14257620452310718,0.118,0.183,0.092,0.118,0.362,0.333,47,3,0.093,Starter,0.064
2024,Southampton,Mateus Fernandes,24.8,2232,1.41,5.4,0.44,0.04,0.081481481481481474,0.133,0.357,0.157,0.133,0.234,0.333,47,3,0.093,Starter,0.064
2024,Southampton,Yukinari Sugawara,16,1440,1.88,7.31,0.31,0,0.04240766073871409,0.116,0.071,0.056,0.116,0.106,0,47,3,0.093,Starter,0.064
2024,Tottenham,Pedro Porro,25.3,2277,2.25,11.78,0.71,0.12,0.060271646859083192,0.23,0.19,0.115,0.23,0.333,0.6,54,5,0.075,Starter,0.093
2024,Tottenham,Dejan Kulusevski,23.9,2151,3.77,3.35,0.5,0.04,0.14925373134328357,0.062,0.295,0.01,0.062,0.222,0.2,54,5,0.075,Starter,0.093
2024,Tottenham,James Maddison,16.9,1520.9999999999998,3.31,6.45,0.59,0.06,0.091472868217054262,0.084,0.267,0.097,0.084,0.185,0.2,54,5,0.075,Starter,0.093
2024,Tottenham,Son Heung-min,20.6,1854.0000000000002,3.93,3.06,0.39,0,0.12745098039215685,0.049,0.162,0.032,0.049,0.148,0,54,5,0.075,Starter,0.093
2024,Tottenham,Mikey Moore,2.1,189,2.86,2.86,0.95,0,0.33216783216783219,0.005,0.024,0,0.005,0.037,0,54,5,0.075,Other,0.093
2024,West Ham,Jarrod Bowen,25.3,2277,2.25,2.85,0.47,0.08,0.16491228070175437,0.076,0.344,0.016,0.076,0.214,0.5,56,4,0.086,Starter,0.071
2024,West Ham,Emerson Palmieri,20.1,1809.0000000000002,1.19,8.21,0.55,0.05,0.066991473812423874,0.175,0.188,0.071,0.175,0.196,0.25,56,4,0.086,Starter,0.071
2024,West Ham,Aaron Cresswell,6.5,585,0.77,11.38,1.08,0,0.094903339191564143,0.079,0.07,0.11,0.079,0.125,0,56,4,0.086,Starter,0.071
2024,West Ham,Carlos Soler,12.7,1143,2.05,3.86,0.55,0,0.14248704663212436,0.052,0.133,0.087,0.052,0.125,0,56,4,0.086,Starter,0.071
2024,West Ham,James Ward-Prowse,5.5,495,1.64,6,0.91,0,0.15166666666666667,0.035,0.148,0.051,0.035,0.089,0,56,4,0.086,Other,0.071
2024,West Ham,Luis Guilherme,1.1,99.000000000000014,3.64,1.82,0.91,0,0.5,0.002,0.016,0,0.002,0.018,0,56,4,0.086,Other,0.071
2024,Wolves,Matheus Cunha,23.8,2142,2.35,6.05,0.42,0,0.069421487603305784,0.134,0.544,0.135,0.134,0.25,0,40,2,0.071,Starter,0.05
2024,Wolves,Rayan Aït-Nouri,27.4,2466,1.35,8.43,0.36,0.04,0.042704626334519574,0.214,0.146,0.11,0.214,0.25,0.5,40,2,0.071,Starter,0.05
2023,Arsenal,Bukayo Saka,32.4,2916,4.23,4.26,0.8,0.06,0.18779342723004697,0.104,0.449,0.02,0.104,0.321,0.125,81,16,0.069,Starter,0.198
2023,Arsenal,Martin Ødegaard,34.3,3086.9999999999995,5.19,3,0.5,0.06,0.16666666666666666,0.078,0.098,0.154,0.078,0.21,0.125,81,16,0.069,Starter,0.198
2023,Arsenal,Declan Rice,35.8,3221.9999999999995,1.98,2.99,0.45,0.14,0.15050167224080266,0.081,0.177,0.135,0.081,0.198,0.313,81,16,0.069,Starter,0.198
2023,Aston Villa,Douglas Luiz,33.3,2996.9999999999995,1.83,7.12,1.02,0.12,0.14325842696629212,0.156,0.433,0.25,0.156,0.442,0.5,77,8,0.085,Starter,0.104
2023,Aston Villa,Lucas Digne,26.8,2412,1.79,9.44,0.71,0,0.075211864406779655,0.167,0.156,0.07,0.167,0.247,0,77,8,0.085,Starter,0.104
2023,Aston Villa,John McGinn,33.3,2996.9999999999995,2.64,2.46,0.27,0.03,0.10975609756097562,0.054,0.16,0.06,0.054,0.117,0.125,77,8,0.085,Starter,0.104
2023,Bournemouth,Lewis Cook,31,2790,1.55,6.29,0.71,0,0.11287758346581875,0.136,0.396,0.278,0.136,0.324,0,68,3,0.072,Starter,0.044
2023,Bournemouth,Marcus Tavernier,23.5,2115,3.06,5.15,0.6,0.09,0.11650485436893203,0.084,0.251,0.079,0.084,0.206,0.667,68,3,0.072,Starter,0.044
2023,Bournemouth,Ryan Christie,32.3,2906.9999999999995,2.72,2.41,0.25,0.03,0.10373443983402489,0.054,0.128,0.07,0.054,0.118,0.333,68,3,0.072,Starter,0.044
2023,Brentford,Mathias Jensen,24.5,2205,1.96,11.1,1.43,0.08,0.12882882882882882,0.214,0.353,0.164,0.214,0.368,0.4,95,5,0.12,Starter,0.053
2023,Brentford,Bryan Mbeumo,21.8,1962,2.06,4.08,1.06,0.05,0.25980392156862747,0.07,0.255,0.091,0.07,0.242,0.2,95,5,0.12,Starter,0.053
2023,Brentford,Sergio Reguilón,12.4,1116,1.61,7.34,0.89,0.16,0.12125340599455041,0.072,0.147,0.101,0.072,0.116,0.4,95,5,0.12,Starter,0.053
2023,Brighton,Pascal Groß,34.6,3114,3.29,8.93,1.56,0.06,0.17469204927211648,0.212,0.646,0.248,0.212,0.621,0.4,87,5,0.086,Starter,0.057
2023,Brighton,Solly March,6.2,558,1.29,6.29,1.29,0.16,0.20508744038155804,0.027,0.058,0.017,0.027,0.092,0.2,87,5,0.086,Other,0.057
2023,Brighton,Valentín Barco,3.4,306,1.47,8.24,0.88,0,0.10679611650485436,0.019,0.039,0.01,0.019,0.034,0,87,5,0.086,Other,0.057
2023,Burnley,Josh Brownhill,25,2250,1.72,4.12,0.76,0.04,0.18446601941747573,0.08,0.278,0.11,0.08,0.275,0.2,69,5,0.093,Starter,0.072
2023,Burnley,Jóhann Berg Guðmundsson,13.2,1188,2.12,5.83,1.29,0.15,0.22126929674099485,0.06,0.217,0.106,0.06,0.246,0.4,69,5,0.093,Starter,0.072
2023,Burnley,Jacob Bruun Larsen,13.9,1251,2.3,4.96,0.79,0,0.15927419354838709,0.054,0.256,0.057,0.054,0.159,0,69,5,0.093,Starter,0.072
2023,Burnley,Mike Trésor,4.7,423,0.85,5.11,1.06,0,0.20743639921722112,0.019,0.106,0.011,0.019,0.072,0,69,5,0.093,Other,0.072
2023,Chelsea,Conor Gallagher,34.8,3131.9999999999995,2.24,3.51,0.43,0.14,0.12250712250712251,0.087,0.223,0.113,0.087,0.246,0.714,61,7,0.062,Starter,0.115
2023,Chelsea,Cole Palmer,29,2610,4,3.83,0.41,0,0.10704960835509138,0.079,0.272,0.052,0.079,0.197,0,61,7,0.062,Starter,0.115
2023,Chelsea,Mykhailo Mudryk,17.5,1575,2.23,3.54,0.57,0.06,0.16101694915254236,0.044,0.257,0.009,0.044,0.164,0.143,61,7,0.062,Starter,0.115
2023,Chelsea,Ben Chilwell,8.4,756,1.31,8.69,0.95,0,0.1093210586881473,0.052,0.104,0.025,0.052,0.131,0,61,7,0.062,Starter,0.115
2023,Chelsea,Joshua Acheampong,0.1,9,0,10,10,0,1,0.001,0,0,0.001,0.016,0,61,7,0.062,Other,0.115
2023,Crystal Palace,Eberechi Eze,22.8,2052,2.37,6.32,1.18,0,0.18670886075949364,0.102,0.399,0.134,0.102,0.37,0,73,3,0.092,Starter,0.041
2023,Crystal Palace,Michael Olise,14.2,1278,3.1,7.82,1.06,0.07,0.13554987212276215,0.079,0.23,0.109,0.079,0.205,0.333,73,3,0.092,Starter,0.041
2023,Crystal Palace,Will Hughes,21,1890,1.62,3.38,0.43,0,0.12721893491124261,0.051,0.096,0.047,0.051,0.123,0,73,3,0.092,Starter,0.041
2023,Crystal Palace,Matheus França,2.6,234,1.54,3.85,1.15,0,0.29870129870129869,0.007,0.051,0.002,0.007,0.041,0,73,3,0.092,Other,0.041
2023,Everton,Dwight McNeil,32.1,2889,2.4,4.92,1.03,0.12,0.20934959349593496,0.129,0.453,0.247,0.129,0.458,0.8,72,5,0.087,Starter,0.069
2023,Everton,James Garner,33.4,3006,1.74,4.64,0.66,0.03,0.14224137931034483,0.127,0.326,0.194,0.127,0.306,0.2,72,5,0.087,Starter,0.069
2023,Everton,Ashley Young,25.3,2277,1.5,8.38,0.4,0,0.0477326968973747,0.173,0.105,0.134,0.173,0.139,0,72,5,0.087,Starter,0.069
2023,Fulham,Andreas Pereira,29,2610,2.76,8.79,1.66,0.14,0.18885096700796361,0.172,0.698,0.18,0.172,0.608,0.667,79,6,0.09,Starter,0.076
2023,Fulham,Willian,22.8,2052,3.55,2.59,0.66,0,0.25482625482625487,0.04,0.17,0.046,0.04,0.19,0,79,6,0.09,Starter,0.076
2023,Liverpool,Andrew Robertson,18.8,1692,3.3,12.77,1.76,0.11,0.13782302270947533,0.15,0.314,0.105,0.15,0.287,0.25,115,8,0.084,Starter,0.07
2023,Liverpool,Trent Alexander-Arnold,23.9,2151,3.35,14.48,1.38,0.13,0.09530386740331491,0.217,0.247,0.196,0.217,0.287,0.375,115,8,0.084,Starter,0.07
2023,Liverpool,Dominik Szoboszlai,23.4,2106,3.59,7.14,0.9,0,0.12605042016806722,0.105,0.23,0.087,0.105,0.183,0,115,8,0.084,Starter,0.07
2023,Liverpool,Kostas Tsimikas,7.5,675,2.67,14.67,1.2,0,0.081799591002045,0.069,0.101,0.036,0.069,0.078,0,115,8,0.084,Other,0.07
2023,Luton Town,Alfie Doughty,32.5,2925,1.75,15.05,1.45,0.15,0.0963455149501661,0.355,0.744,0.258,0.355,0.653,0.714,72,7,0.097,Starter,0.097
2023,Luton Town,Ross Barkley,29.1,2619,2.3,4.78,0.38,0.07,0.0794979079497908,0.101,0.079,0.272,0.101,0.153,0.286,72,7,0.097,Starter,0.097
2023,Manchester City,Julián Álvarez,29.4,2646,2.52,6.29,0.95,0.03,0.15103338632750396,0.132,0.451,0.061,0.132,0.444,0.2,63,5,0.05,Starter,0.079
2023,Manchester City,Kevin De Bruyne,13.6,1224,5.37,9.12,1.25,0.22,0.13706140350877194,0.089,0.241,0.056,0.089,0.27,0.6,63,5,0.05,Starter,0.079
2023,Manchester City,Phil Foden,31.7,2853,3.5,2.49,0.28,0.03,0.11244979919678715,0.057,0.175,0.046,0.057,0.143,0.2,63,5,0.05,Starter,0.079
2023,Manchester Utd,Bruno Fernandes,34.6,3114,4.13,8.21,1.39,0.09,0.16930572472594393,0.199,0.674,0.215,0.199,0.608,0.75,79,4,0.08,Starter,0.051
2023,Manchester Utd,Luke Shaw,10.7,962.99999999999989,1.21,9.91,0.84,0,0.084762865792129161,0.074,0.085,0.057,0.074,0.114,0,79,4,0.08,Starter,0.051
2023,Manchester Utd,Christian Eriksen,12.7,1143,2.83,4.33,0.63,0,0.14549653579676675,0.039,0.116,0.084,0.039,0.101,0,79,4,0.08,Starter,0.051
2023,Manchester Utd,Jadon Sancho,0.9,81,1.11,1.11,1.11,1.11,1,0.001,0.004,0,0.001,0.013,0.25,79,4,0.08,Other,0.051
2023,Newcastle Utd,Kieran Trippier,24.8,2232,2.74,16.85,1.13,0.12,0.067062314540059328,0.294,0.583,0.245,0.294,0.406,0.429,69,7,0.07,Starter,0.101
